Lista de participantes ativos do Pix
 ;Nome Reduzido;ISPB;CNPJ;Tipo de Instituição;Autorizada pelo BCB;Tipo de Participação no SPI;Tipo de Participação no Pix;Modalidade de Participação no Pix;Iniciação de Transação de Pagamento;Facilitador de serviço de Saque e Troco (FSS)
671;CREDSYSTEM IP;;04.670.195/0001-38;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
672;CREDSYSTEM SCD S.A.;39664698;39.664.698/0001-85;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
673;CREFISA S.A. CFI;60779196;60.779.196/0001-96;Sociedade de Crédito, Financiamento e Investimento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
674;CRESOL CONFEDERAÇÃO;10398952;10.398.952/0001-69;Cooperativa de Crédito;Sim;Direta;Obrigatória;Provedor de Conta Transacional;Não;Não
675;CREVISC;10143743;10.143.743/0001-74;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
676;CRYSTAL IP;;43.561.343/0001-38;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
677;CSU DIGITAL IP S.A.;01896779;01.896.779/0001-38;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
678;CUMBUCA IP LTDA.;;44.353.942/0001-29;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
679;DELCRED SCD S.A.;38224857;38.224.857/0001-68;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
680;DGBK CREDIT S.A. - SOCIEDADE DE CRÉDITO DIRETO.;48584954;48.584.954/0001-15;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
681;DIZCONTA;39929224;39.929.224/0001-18;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
682;DLOCAL BRASIL IP S.A.;25021356;25.021.356/0001-32;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
683;DM SA CFI;91669747;91.669.747/0001-92;Sociedade de Crédito, Financiamento e Investimento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
684;DOCK IP S.A.;13370835;13.370.835/0001-85;Instituição de Pagamento;Sim;Direta;Obrigatória;Provedor de Conta Transacional;Sim;Não
685;DOLARAPP;27126513;27.126.513/0001-08;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
686;DOTZPAY IP;32024691;32.024.691/0001-50;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
687;E2 IP LTDA.;37205447;37.205.447/0001-07;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
688;E2E PAY INSTITUICAO DE PAGAMEN;18639407;18.639.407/0001-29;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
689;EASY PAGO;22181404;22.181.404/0001-61;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
690;EBANX IP LTDA.;21018182;21.018.182/0001-06;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
691;EBURY BCO DE CÂMBIO S.A.;13059145;13.059.145/0001-00;Banco de Câmbio;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
692;EFÍ S.A. - IP;09089356;09.089.356/0001-18;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
693;EMPRESA DE BENEFÍCIOS IP LTDA.;33449007;33.449.007/0001-44;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
694;ENOQ PAY;35990763;35.990.763/0001-01;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
695;EQUIS BANK;33641877;33.641.877/0001-10;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
696;EWALLY IP S.A.;00714671;00.714.671/0001-14;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
697;EXPAG SOLUÇÕES EM PAGAMENTOS;32906701;32.906.701/0001-80;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
698;F D GOLD DTVM LTDA;08673569;08.673.569/0001-20;Sociedade Distribuidora de TVM;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
699;FACILITA IP S.A.;10789035;10.789.035/0001-05;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
700;FFCRED SCD S.A.;39738065;39.738.065/0001-74;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
701;FIDUCIA SCMEPP LTDA;04307598;04.307.598/0001-17;Sociedade de Crédito ao Microempreendedor;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
702;FINNET S/A IP;;05.607.266/0002-00;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
703;FISERV DO BRASIL IP;04962772;04.962.772/0001-65;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
704;FITBANK IP;13203354;13.203.354/0001-85;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
705;FLAGSHIP IP LTDA;23114447;23.114.447/0001-97;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
706;FURNAS;33370115;33.370.115/0001-27;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
707;G5 SCD SA;51212088;51.212.088/0001-46;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
708;GAZINCRED S.A. SCFI;11760553;11.760.553/0001-69;Sociedade de Crédito, Financiamento e Investimento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
709;GERU SCD S.A.;37763847;37.763.847/0001-38;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
710;GLOBAL SCM LTDA;11165756;11.165.756/0001-07;Sociedade de Crédito ao Microempreendedor;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
711;GOOGLE PAY BRASIL IP LTDA.;43394419;43.394.419/0001-88;Instituição de Pagamento;Sim;Indireta;Facultativa;Iniciador;Sim;N/A
712;GOWD IP LTDA.;33630661;33.630.661/0001-50;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
713;GRECALE SOLUCOES EM MEIOS DE P;39331592;39.331.592/0001-60;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
714;GREENCRED CC;02347114;02.347.114/0001-38;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
715;HBI SCD;04849745;04.849.745/0001-80;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
716;HEMERA DTVM LTDA.;39669186;39.669.186/0001-01;Sociedade Distribuidora de TVM;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
717;HINOVA PAY IP S.A.;27970567;27.970.567/0001-47;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
718;HR DIGITAL SCD;44292580;44.292.580/0001-03;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
719;HSCM SCMEPP LTDA.;07693858;07.693.858/0001-28;Sociedade de Crédito ao Microempreendedor;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
720;HYPER WALLET IP LTDA;07136847;07.136.847/0001-47;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
721;IBBA;02507780;02.507.780/0001-96;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
722;ID CTVM;16695922;16.695.922/0001-09;Sociedade Corretora de TVM;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
723;IDEA MAKER IP LTDA;45860531;45.860.531/0001-92;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
724;INCO SEP S.A.;35340796;35.340.796/0001-06;Sociedade de Empréstimo entre Pessoas;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
725;INDEPENDÊNCIA CC;04306351;04.306.351/0001-86;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Sim;Sim
726;INFINIA BRASIL IP LTDA.;;51.982.465/0001-26;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
727;INFOPAGO;82842386;82.842.386/0001-43;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
728;INICIADOR IP LTDA;;44.471.172/0001-19;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
729;INOVANTI IP S.A.;37511258;37.511.258/0001-62;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
730;INTRA DTVM;15489568;15.489.568/0001-95;Sociedade Distribuidora de TVM;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
731;IPAG PAGAMENTOS DIGITAIS;27810157;27.810.157/0001-39;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
732;ISSUER IP LTDA.;34747388;34.747.388/0001-00;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
733;ITAÚ UNIBANCO S.A.;60701190;60.701.190/0001-04;Banco Múltiplo;Sim;Direta;Obrigatória;Provedor de Conta Transacional;Sim;Sim
734;IUGU IP S.A.;15111975;15.111.975/0001-64;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
735;J17 - SCD S/A;40475846;40.475.846/0001-00;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
736;KANASTRA CFI;49288113;49.288.113/0001-23;Sociedade de Crédito, Financiamento e Investimento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
737;KIKAI SCD S.A.;43978697;43.978.697/0001-82;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
738;KIWIFY IP;53908413;53.908.413/0001-35;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
739;KLAVI IP;;44.459.799/0001-54;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
740;KREDIT IP S/A;34678263;34.678.263/0001-76;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
741;LEND IP LTDA.;;44.154.779/0001-75;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
742;LIBERCARD;09370323;09.370.323/0001-41;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
743;LINA INSTITUICAO DE PAGAMENTO S.A;;37.663.090/0001-00;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
744;LISTO SCD S.A.;34088029;34.088.029/0001-99;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
745;LOGCARD BRASIL;19981015;19.981.015/0001-06;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
746;LYRA COLLECT;31985422;31.985.422/0001-97;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
747;MAG IP LTDA.;21995256;21.995.256/0001-56;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
748;MAGALUPAY;13884775;13.884.775/0001-19;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
749;MAGEN IP;17028875;17.028.875/0001-02;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
750;MAGNUM SCD;44683140;44.683.140/0001-87;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
751;MAPBANK;14615234;14.615.234/0001-58;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
752;MAPS IP LTDA.;45548763;45.548.763/0001-00;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
753;MÊNTORE IP S.A.;32343119;32.343.119/0001-53;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
754;MERCADO BITCOIN IP LTDA;11351086;11.351.086/0001-13;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
755;MERCADO PAGO IP LTDA.;10573521;10.573.521/0001-91;Instituição de Pagamento;Sim;Direta;Obrigatória;Provedor de Conta Transacional;Sim;Sim
756;MH SCD S.A.;51834986;51.834.986/0001-36;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Sim
757;MICROCASH SCMEPP LTDA.;45756448;45.756.448/0001-78;Sociedade de Crédito ao Microempreendedor;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Sim
758;MIDWAY S.A. - SCFI;09464032;09.464.032/0001-12;Sociedade de Crédito, Financiamento e Investimento;Sim;Direta;Obrigatória;Provedor de Conta Transacional;Não;Não
759;MONETARIE SCD;46026562;46.026.562/0001-05;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;N/A
760;MONEY CLOUD IP S.A.;30153943;30.153.943/0001-15;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
761;MOUNT PAY;31166683;31.166.683/0001-85;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
762;MT IP S.A.;50871921;50.871.921/0001-06;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
763;MUEVY IP S.A.;;46.297.307/0001-05;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
764;MUITO IP LTDA.;39576810;39.576.810/0001-26;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
765;MW IP LTDA.;53822116;53.822.116/0001-72;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
766;NDD;06255692;06.255.692/0001-03;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
767;NEL3 PAY IP LTDA.;12573115;12.573.115/0001-54;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
768;NEON PAGAMENTOS S.A. IP;20855875;20.855.875/0001-82;Instituição de Pagamento;Sim;Direta;Obrigatória;Provedor de Conta Transacional;Sim;Não
769;NG CASH IP;40710595;40.710.595/0001-93;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
770;NOVO BCO CONTINENTAL S.A. - BM;74828799;74.828.799/0001-45;Banco Múltiplo;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
771;NSTECH IP S.A.;01648418;01.648.418/0001-72;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
772;NU PAGAMENTOS - IP;18236120;18.236.120/0001-58;Instituição de Pagamento;Sim;Direta;Obrigatória;Provedor de Conta Transacional;Sim;Não
773;NUMBRS SCD S.A.;38129006;38.129.006/0001-36;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
774;NUVENDE;38297374;38.297.374/0001-93;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
775;OCTA SCD S.A.;39416705;39.416.705/0001-20;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
776;OKTO IP;30980539;30.980.539/0001-15;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;N/A
777;OMIE IP LTDA.;;43.010.260/0001-50;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
778;OMNI BANCO S.A.;60850229;60.850.229/0001-47;Banco Múltiplo;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
779;ONEKEY PAYMENTS IP S.A.;35210410;35.210.410/0001-41;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
780;ONLY UP;29477089;29.477.089/0001-63;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
781;OPEA SCD;39519944;39.519.944/0001-05;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
782;OURIBANK S.A.;78632767;78.632.767/0001-20;Banco Múltiplo;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
783;OWEM PAY;37839059;37.839.059/0001-88;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
784;PAGARE;71962609;71.962.609/0001-90;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
785;PAGARE IP S.A.;25104230;25.104.230/0001-21;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
786;PAGCERTO IP LTDA.;17819084;17.819.084/0001-92;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
787;PAGHIPER IP LTDA.;20110153;20.110.153/0001-07;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
788;PAGME IP LTDA;34471744;34.471.744/0001-06;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
789;PAGOL SCD;48176336;48.176.336/0001-36;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
790;PAGPRIME IP;30944783;30.944.783/0001-22;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
791;PAGSEGURO INTERNET IP S.A.;08561701;08.561.701/0001-01;Instituição de Pagamento;Sim;Direta;Obrigatória;Provedor de Conta Transacional;Sim;Não
792;PAGSMILE IP LTDA.;37753531;37.753.531/0001-65;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
793;PAGSTAR IP S.A.;40478262;40.478.262/0001-80;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
794;PAGUEVELOZ IP LTDA.;03816413;03.816.413/0001-37;Instituição de Pagamento;Sim;Indireta;Obrigatória;Provedor de Conta Transacional;Não;Não
795;PARANA BCO S.A.;14388334;14.388.334/0001-99;Banco Múltiplo;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
796;PARATI - CFI S.A.;03311443;03.311.443/0001-91;Sociedade de Crédito, Financiamento e Investimento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
797;PAY BROKERS IP;40820176;40.820.176/0001-04;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
798;PAY IP S.A.;36690516;36.690.516/0001-52;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
799;PAY2ALL IP LTDA.;44815065;44.815.065/0001-60;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
800;PAY4FUN IP S.A.;20757199;20.757.199/0001-04;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
801;PAYMEE BRASIL IP S.A.;28683892;28.683.892/0001-91;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
802;PEFISA S.A. - C.F.I.;43180355;43.180.355/0001-12;Sociedade de Crédito, Financiamento e Investimento;Sim;Direta;Obrigatória;Provedor de Conta Transacional;Não;Não
803;PICPAY;22896431;22.896.431/0001-10;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
804;PICPAY BANK - BANCO MÚLTIPLO S.A;09516419;09.516.419/0001-75;Banco Múltiplo;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
805;PINBANK IP;17079937;17.079.937/0001-05;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
806;PINPAG IP S.A.;17768068;17.768.068/0001-18;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
807;PLANNER SOCIEDADE DE CRÉDITO DIRETO;05684234;05.684.234/0001-19;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
808;PLUGGY BRASIL IP LTDA.;;37.943.755/0001-30;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
809;PPRO BRASIL;21041840;21.041.840/0001-72;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
810;PROTEGE CASH;40276692;40.276.692/0001-10;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
811;PROTOTYPE IP S.A.;35713491;35.713.491/0001-00;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;N/A
812;PROVER PROMOCAO DE VENDAS IP LTDA.;20308187;20.308.187/0001-00;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
813;QI CTVM S.A.;62285390;62.285.390/0001-40;Sociedade Corretora de TVM;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
814;QI SCD S.A.;32402502;32.402.502/0001-35;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
815;QUANTO NETWORK IP;;42.064.545/0001-01;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
816;QUERO-QUERO VERDECARD IP S.A.;01722480;01.722.480/0001-67;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Sim
817;REAG IP;36272465;36.272.465/0001-49;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
818;RECARGAPAY IP LTDA.;11275560;11.275.560/0001-75;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
819;REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS IP S.A.;40473435;40.473.435/0001-78;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
820;REPOM;65697260;65.697.260/0001-03;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
821;REVOLUT SCD S.A.;51342763;51.342.763/0001-51;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
822;ROADCARD IP S.A.;12815827;12.815.827/0001-32;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
823;SANTS SCD S.A.;52440987;52.440.987/0001-69;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
824;SAQ;35535240;35.535.240/0001-75;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
825;SEFER INVESTIMENTOS DTVM LTDA;00329598;00.329.598/0001-67;Sociedade Distribuidora de TVM;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
826;SER FINANCE SCD S.A.;47873449;47.873.449/0001-28;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
827;SERVELOJA;10773370;10.773.370/0001-15;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
828;SERVICOOP;03973814;03.973.814/0001-09;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
829;SERVNET IP LTDA.;29759316;29.759.316/0001-43;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
830;SHOPEE;38372267;38.372.267/0001-82;Instituição de Pagamento;Sim;Indireta;Obrigatória;Provedor de Conta Transacional;Não;Não
831;SICOOB AMAZÔNIA;05203605;05.203.605/0001-01;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
832;SICOOB CENTRAL NE;70116611;70.116.611/0001-85;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
833;SICOOB COCRED CC;71328769;71.328.769/0001-81;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
834;SICOOB CONEXÃO;32430233;32.430.233/0001-10;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
835;SICOOB COOPERMAIS;31804966;31.804.966/0001-05;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
836;SICOOB COOPVALE;33924028;33.924.028/0001-74;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
837;SICOOB CRED COPERCANA;64739121;64.739.121/0001-32;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
838;SICOOB CREDFAZ;00952415;00.952.415/0001-65;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
839;SICOOB CREDICONSUMO CC;47074323;47.074.323/0001-93;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
840;SICOOB CREDICOOP;41931221;41.931.221/0001-60;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
841;SICOOB CREDIGOIÁS CC;37255049;37.255.049/0001-03;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
842;SICOOB CREDILEITE;86585049;86.585.049/0001-79;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
843;SICOOB CREDIMED - CCLA DE UBERABA LTDA;71336432;71.336.432/0001-16;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
844;SICOOB CREDIROCHAS;03358914;03.358.914/0001-17;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
845;SICOOB CREDISUL;03632872;03.632.872/0001-60;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
846;SICOOB CREDIUNIÃO;02448839;02.448.839/0001-12;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
847;SICOOB CRESSEM - CECM SERV MUN REG METR VALE PARAIBA E LITOR;54190525;54.190.525/0001-66;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
